Proveedor,Marca,Group,Sub Grupo,Codigo Secundario,Codigo,Descripcion,Costo,Iva,PVP,% Rent,Unid.,Cant.,Und. X Cja,Cant. Emb.,Uni. Emb.,Total
N/D,GENERAL,GENERAL,GENERAL,152562563,152562563,POLEA BANDA TOYOTA COROLLA,6.25,15,18.48,195.71%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,2522103000,25221-03000,POLEA BOMBA AGUA HYUNDAI I10 08- 1.2 GRAND I10 15-20 1.2 MT,4.2143,15,18,327.12%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,94715031,94715031,POLEA BOMBA HIDRAULICA CHEV. AVE,10.4348,15,25,139.58%,UNI,0,0,0,N/D,0
N/D,GENUINE,GENERAL,GENERAL,9025281,9025281,POLEA BOMBA HIDRAULICA CHEVROLET SAIL 1.4 12- 17 4 CANALES ( GM ),14.8571,15,30,75.59%,UNI,3,0,0,N/D,44.57
N/D,GENERAL,GENERAL,GENERAL,12610-78K00,12610-78K00,POLEA CIGÜEÑAL CHEVROLET GRAND VITARA SZ 2.4 J24 12 - ( GENUINE ),57.49,15,90,56.55%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,PL-265,PL-265,POLEA CIGUEÑAL HYUNDAI SANTA FE 03-,50,15,70,35.27%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25286-3L100,25286-3C250,POLEA SUELTA BANDA DISTRIBUCION KIA SORENTO R 3.5 13-17 ( MOBIS ),18.713,15,35,87.04%,UNI,0,0,0,N/D,0
GUTIERREZ SANDOVAL GERMAN EZEQUIEL,GENERAL,GENERAL,GENERAL,96183113,BT-7123,POLEA TEMPLADOR BANDA A/C CHEVROLET AVEO ACTIVO 1.4/1.5/1.6 05- / CHEVY TAXI PLASTICO ( KOREA ),5.8,15,12,79.91%,UNI,3,0,0,N/D,17.4
GUTIERREZ SANDOVAL GERMAN EZEQUIEL,GENERAL,GENERAL,GENERAL,25184786,BT-7152,POLEA TEMPLADOR BANDA ACCESORIOS CHEVROLET AVEO ACTIVO 1.4/1.5/1.6 05- 19 / FAMILY / CHEVY TAXI / EMOTION ( KOREA ),5.65,15,15,130.86%,UNI,5,0,0,N/D,28.25
N/D,GENERAL,GENERAL,GENERAL,9025287,RP-TB4G,POLEA TEMPLADOR BANDA CHEVROLET SAIL 1.4 2011-2017,12.935,15,30,131.93%,UNI,2,0,0,N/D,25.87
N/D,GENERAL,GENERAL,GENERAL,90500229,RP-TB6G,POLEA TEMPLADOR CHEVROLET CORSA,12.285,15,30,144.2%,UNI,1,0,0,N/D,12.29
N/D,GENUINE,GENERAL,GENERAL,86519G2000,86519-G2000,PORTA PLACA HYUNDAI IONIQ 1.6 ( MOBIS ),14.25,15,30,83.07%,UNI,1,0,0,N/D,14.25
N/D,GENERAL,GENERAL,GENERAL,865193W000,865193W000,PORTA PLACA SPORTAGE GT,12.7679,15,18.07,41.53%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,06-002-08-0184,06-002-08-0184,PORTA TERMOSTATO CHEVROLET AVEO 1.4 / 1.5 / 1.6 05 - CHEVY TAXI 05,4.9478,15,14,182.95%,UNI,1,0,0,N/D,4.95
N/D,GENERAL,GENERAL,GENERAL,96657209,96657209,PORTAOBJETOSPUERTA CHEVROLET SPARK 1.0 / SPARK LIFE 1.0 LH ( GM ),6,15,13,88.41%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,204 APLIC //,06-002-08-0071,PROPULSOR VALVULAS CHEVROLET AVEO 1.4 1.6 1.8 05 - OPTRA ZAFIRA 2.0 16V JGO 8PCS,40,15,70,52.17%,UNI,0,0,0,N/D,0
N/D,GENUINE,GENERAL,GENERAL,2461003000,24610-03000,PROPULSOR/ELEVADOR VALVULA HYUNDAI GRAND I10 15- / IONIQ HYBRID 16- / KIA NIRO / RIO R LX 1.4/1.6 17-  / PICANTO R 1.2 17- ( MOBIS ),5.55,15,15,135.02%,UNI,16,0,0,N/D,88.8
N/D,GENERAL,GENERAL,GENERAL,62024-8105R,620248105R,PROTECCION RENAULT SANDERO STEPWAY 1.6 ( RENAULT ),35.2783,15,50,41.73%,UNI,1,0,0,N/D,35.28
N/D,GENERAL,GENERAL,GENERAL,29134E6500,29134E6500,PROTECCION-AIRE KIA / HYUNDAI SONATA 18 19 RH,20.8696,15,30,43.75%,UNI,0,0,0,N/D,0
N/D,GENUINE,GENERAL,GENERAL,291362B800,29136-2B800,PROTECTOR AIRE RADIADOR HYUNDAI SANTA FE 2.4 06- 10 LH ( MOBIS ),10.45,15,20,66.42%,UNI,1,0,0,N/D,10.45
AUTOEXPRESS,BM,GENERAL,GENERAL,PB.31,PB.31,PROTECTOR BALDE TOYOTA HILUX VIGO D/CAB 4X4 05- 15 ( BM ),101.94,15,185,57.81%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,42452292,42452292,PROTECTOR CARTER CHEVROLET TRACKER 1.8 13- 17 ( GM ),45,15,100,93.24%,UNI,1,0,0,N/D,45
N/D,GENERAL,GENERAL,GENERAL,28220H9100,28220-H9100,PROTECTOR DUCTO AIRE KIA RIO LX 18 ( MOBIS ),17.4174,15,30,72.24%,UNI,1,0,0,N/D,17.42
N/D,GENERAL,GENERAL,GENERAL,23665155,23665155,PROTECTOR INFERIOR MOTOR CHEVROLET CAPTIVA TURBO 1.5,28,15,45,39.75%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,291101G000,291101G000,PROTECTOR INFERIOR-MOTOR KIA RIO XCITE,35.7143,15,60,68%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,29120-0X000,29120-0X000,PROTECTOR MOTOR INF HYUNDAI I10 1.1 1.2 RH ( MOBIS ),33.2609,15,45,35.29%,UNI,3,0,0,N/D,99.78
N/D,GENERAL,GENERAL,GENERAL,291102B000,29110-2B000,PROTECTOR MOTOR INF SANTA FE G6EA 2.4 2.7 SUV_4WD ( GENUINE ),47.82609,15,110,130%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,29110G6000,29110G6000,PROTECTOR MOTOR INFERIOR PICANTO NEW 1.0 PICANTO NEW 1.2,30,15,70,133.33%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,JET-01-034-0002,JET-01-034-0002,PROTECTOR MOTOR JETOUR X70 1.5T 21- INFERIOR,41.54,15,80,67.47%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,8980304160,8980304160,PROTECTOR PLASTICO,13.3929,15,23,71.73%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,291342B800,291342B800,PROTECTOR RADIADOR HYUNDAI SANTA FE 2.4 06 RH,9.4286,15,20,112.12%,UNI,1,0,0,N/D,9.43
N/D,GENERAL,GENERAL,GENERAL,96473867,96473867,PROTECTOR TAPA VALVULA CHEV AVEO,31.25,15,55,76%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,167110C090,167110C090.,PROTECTOR VENTILADOR INNOVA 2.0 FORTUNER 2.7 TOYOTA HILUX 2.7 C/ FALLAS,30.4348,15,70,130%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,95073625,95073625,PUENT POSTERIOR CHEVROLET BEAT 18/-,160.7143,15,350,117.78%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-19-1645,03-005-19-1645,PUENTE HYUNDAI ACCENT 06 - 11 RIO XCITE 06 - 12 POS ( KRC ),120,15,180,30.43%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-0978654,02-0978654,PUENTE POSTERIOR I 10,103.8393,15,225.89,117.54%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0132,03-005-08-0132,PUENTE SUSPENSION CHEVROLET SAIL 12 - DEL,120.5357,15,138.62,15%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,HD02-20045-2,03-005-08-0195,PUENTE SUSPENSION DEL CHEVROLET AVEO 1.4/1.5/1.6 05 - 19 CHEVY TAXI / FAMILY / EMOTION ( ALLPARTS ),88.3929,15,135,52.73%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,24522612,24531429,PUENTE SUSPENSION DEL CHEVROLET N200 N300,121.7391,15,280,130%,UNI,1,0,0,N/D,121.74
N/D,GENERAL,GENERAL,GENERAL,96858637,96858637,PUENTE SUSPENSION DEL CHEVROLET SPARK 2006-,34.8214,15,55,57.95%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,624001R000,62400-1R000,PUENTE SUSPENSION DEL HYUNDAI ACCENT 12 - 19 ( MOBIAS ),95.1522,15,225,136.46%,UNI,2,0,0,N/D,190.3
N/D,GENERAL,GENERAL,GENERAL,03-041-08-001,03-041-08-001,PUENTE SUSPENSION DEL HYUNDAI ACCENT KIA RIO XCITE 2006-2011 CPT,116.0714,15,160,37.85%,UNI,0,0,0,N/D,0
N/D,MAXFIT,GENERAL,GENERAL,03-041-08-009,03-041-08-009,PUENTE SUSPENSION DEL HYUNDAI ATOS ( MAXFIT ),171,15,230,16.96%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,624104H000,62410-4H000,PUENTE SUSPENSION DEL HYUNDAI H1 08 - 5D56 ( MOBIS ),129.0261,15,350,171.26%,UNI,2,0,0,N/D,258.05
N/D,GENERAL,GENERAL,GENERAL,624002S100,62400-2S100,PUENTE SUSPENSION DEL HYUNDAI TUCSON IX 11 - 13 ( MOBIS ),77.113,15,200,159.36%,UNI,1,0,0,N/D,77.11
N/D,GENERAL,GENERAL,GENERAL,03-041-14-001,03-041-14-001,PUENTE SUSPENSION DEL RENAULT LOGAN 06-15,133.9286,15,189.96,41.83%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-30-0148,03-005-30-0148,PUENTE SUSPENSION DEL RENAULT LOGAN 07 SANDERO/STEPWAY RECORD,118.53,15,220,85.61%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-041-03-002,03-041-03-002,PUENTE SUSPENSION DEL. SPARK 03/- ( MAXFIT ),25.65,15,65,153.41%,UNI,1,0,0,N/D,25.65
N/D,GENUINE,GENERAL,GENERAL,03-005-19-0681,55100-1E100,PUENTE SUSPENSION HYUNDAI ACCENT 06- 11 / KIA RIO XCITE 06- 12 POS ( MOBIS ),209.43,15,250,3.8%,UNI,0,0,0,N/D,0
N/D,MAXFIT,GENERAL,GENERAL,03-041-08-004,03-041-08-004,PUENTE SUSPENSION HYUNDAI ACCENT VERNA 01- 05 DEL ( MAXFIT ),153,15,250,42.09%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-19-0085,03-005-19-0085,PUENTE SUSPENSION HYUNDAI I10 09-14 POS,176.7054,15,255,44.31%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-19-1672,03-005-19-1672,PUENTE SUSPENSION HYUNDAI TUCSON 05-10 SPORTAGE 05-10 DEL ( KRC ),140.62609,15,190,35.11%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,62400-D0000,03-005-19-1683,PUENTE SUSPENSION HYUNDAI VERNA 19- / KIA SOLUTO 19- DEL ( KRC ),113.8,15,150,14.62%,UNI,0,0,0,N/D,0
N/D,GENUINE,GENERAL,GENERAL,03-005-19-1349,62400-H7000,PUENTE SUSPENSION HYUNDAI VERNA 19- / KIA SOLUTO 19- DEL ( MOBIS ),300,15,400,15.94%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-22-0765,03-005-22-0765,PUENTE SUSPENSION KIA CERATO FORTE 10- DEL,93.75,15,140,49.33%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-22-0007,03-005-22-0007,PUENTE SUSPENSION KIA PICANTO 05 11 DEL,144.6964,15,170,17.49%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,62400-H9000,62400-H9000,PUENTE SUSPENSION KIA RIO R LX-EX 18- DEL,104.4643,15,250,139.32%,UNI,0,0,0,N/D,0
N/D,ALTERNO,GENERAL,GENERAL,9065248,03-005-08-0921,PUENTE SUSPENSION POS CHEVROLET SAIL 1.5 18- ( ALT ),90,15,155,49.76%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-041-04-002,03-041-04-002,PUENTE SUSPENSION POS CHEVROLET SAIL 2012-2017,97.91,15,140,42.99%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,551001R050,55100-1R050,PUENTE SUSPENSION POS HYUNDAI ACCENT 12 - 19 ( TAMBOR ) ( MOBIS ),115.0565,15,250,117.28%,UNI,2,0,0,N/D,230.11
N/D,GENERAL,GENERAL,GENERAL,554102S000,55410-2S000,PUENTE SUSPENSION POS HYUNDAI TUCSON IX 11 - 15 / SPORTAGE R 11 - 15 ( MOBIS ),109.3,15,225,105.86%,UNI,1,0,0,N/D,109.3
N/D,MAXFIT,GENERAL,GENERAL,555019768R,03-041-14-004,PUENTE SUSPENSION RENAULT LOGAN / SANDERO 05- 16 POS,135.91,15,210,34.36%,UNI,0,0,0,N/D,0
N/D,KRC / KOREA,GENERAL,GENERAL,555116962R,03-005-30-0012,PUENTE SUSPENSION RENAULT LOGAN 05- / SANDERO / STEPWAY 08- POS ( KRC ),156.72,15,210,16.52%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,002-001-08-1368,002-001-08-1368,PUERTA DEL AVEO RH,87.5,15,140,60%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-040-03-019,02-040-03-019,PUERTA DEL CHERY ARRIZO 5 2021- L1500,219.6429,15,340,54.8%,UNI,0,0,0,N/D,0
N/D,GENUINE,GENERAL,GENERAL,96585326,96585326,PUERTA DEL CHEVROLET AVEO 05- 19 / FAMILY / CHEVY TAXI RH ( GM ),175.13,15,230,0%,UNI,1,0,0,N/D,175.13
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1368,02-001-08-1368,PUERTA DEL CHEVROLET AVEO 05-18 CHEVY TAXI FAMILY RH ( HK ),142.2143,15,180,26.57%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,HD02-20060-1-L,02-001-08-0833,PUERTA DEL CHEVROLET AVEO EMOTION 08 - LH ( ALLPARTS ),98.9739,15,180,81.87%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,CV-AVO06-201-L,02-001-08-1800,PUERTA DEL CHEVROLET AVEO EMOTION 08- LH ( HK ),122.8522,15,250,103.5%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-0983,02-001-08-0983,PUERTA DEL CHEVROLET CORSA 4P 96 02 R,194.0625,15,250,28.82%,UNI,1,0,0,N/D,194.06
N/D,GENERAL,GENERAL,GENERAL,02-001-08-0985,02-001-08-0985,PUERTA DEL CHEVROLET LUV D-MAX 05 13 L D/CAB,125,15,220,76%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-0837,02-001-08-0837,PUERTA DEL CHEVROLET LUV D-MAX 05 13 R CAB/S,154.7232,15,198,27.97%,UNI,2,0,0,N/D,309.45
N/D,GENERAL,GENERAL,GENERAL,IZ205-07B-R,02-001-08-0547.,PUERTA DEL CHEVROLET LUV D-MAX 14 - 25 RH S/H F/LAT D/CAB ( AGP ),99,15,270,172.73%,UNI,1,0,0,N/D,99
N/D,GENERAL,GENERAL,GENERAL,IZ205-07B-R,02-001-08-0547,PUERTA DEL CHEVROLET LUV D-MAX 14 - 25 RH S/H F/LAT D/CAB ( NJ ),171.14783,15,280,63.6%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-0987,02-001-08-0987,PUERTA DEL CHEVROLET LUV D-MAX 14 - LH S/H F/LAT D/CAB ( NJ ),194.8571,15,280,43.7%,UNI,1,0,0,N/D,194.86
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1805,02-001-08-1805,PUERTA DEL CHEVROLET LUV D-MAX 14 - R S/H F/LAT D/CAB,150.1875,15,210,39.83%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1804,02-001-08-1804,PUERTA DEL CHEVROLET LUV D-MAX 14 LH S/H F/LAT D/CAB (GOLPE),80.3571,15,150,86.67%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1511,02-001-08-1511,PUERTA DEL CHEVROLET OPTRA 06 - R S/H MOLD,148.2143,15,220,48.43%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-0989,02-001-08-0989,PUERTA DEL CHEVROLET SAIL 12 - R,135.7143,15,190,40%,UNI,1,0,0,N/D,135.71
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1381,02-001-08-1381,PUERTA DEL CHEVROLET SAIL 18 - LH,130,15,168,29.23%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1383,02-001-08-1383,PUERTA DEL CHEVROLET SAIL 18 - R,130.0357,15,190,46.11%,UNI,1,0,0,N/D,130.04
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1946,02-001-08-1946,PUERTA DEL CHEVROLET SPARK 02 05 MATIZ L,151.7857,15,210,38.35%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,42697487,42697487,PUERTA DEL CHEVROLET SPARK GT 11-18 / BEAT 18-21 RH,121.73913,15,280,130%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,CV-SPK09-D1,02-001-08-1809,PUERTA DEL CHEVROLET SPARK GT 12-18 LH ( HK ),165.1391,15,230,39.28%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,CV-BTS-D1,02-001-08-1811,PUERTA DEL CHEVROLET SPARK GT 19 - / BEAT LH ( HK ),178.4643,15,220,23.27%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1812,02-001-08-1812,PUERTA DEL CHEVROLET SPARK GT 19 - BEAT RH,184.5089,15,250,35.49%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,76003B4001-HYUNDAI,76003B4001-HYUNDAI,PUERTA DEL GRAN I10 20- LH MARCA HYUNDAI,145.4261,15,280,92.54%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,76004B4001-HYUNDAI,76004B4001-HYUNDAI,PUERTA DEL GRAN I10 20- RH MARCA HYUNDAI,146,15,280,91.78%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-19-0659,02-001-19-0659,PUERTA DEL HYUNDAI ACCENT 12 - LH,115.1786,15,140,21.55%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,76003-02020,02-001-19-0736,PUERTA DEL HYUNDAI ATOS PRIME 01-05 L C/H MOLDE ( ORIGINAL ),130.4348,15,260,99.33%,UNI,1,0,0,N/D,130.43
N/D,GENERAL,GENERAL,GENERAL,76003-B4001,76003-B4001,PUERTA DEL HYUNDAI GRAND I10 18- 4/5 P L,186,15,256.7,38.01%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,76004-K6010,76004-K6010,PUERTA DEL HYUNDAI GRAND I10 22-23 GRAND I10 24- R,130.25,15,240,84.26%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,JHYHD01-32060,JHYHD01-32060,PUERTA DEL HYUNDAI HD 45-HD65-HD55-HD72-HD78/00,379.4643,15,540,42.31%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-040-08-010,02-040-08-010,PUERTA DEL HYUNDAI TUCSON IX 11- 15 RH S/H/MOLDE,140,15,240,49.07%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-040-46-002,02-040-46-002,PUERTA DEL JETOUR X70 COUPE 2022- L 1600,173.913,15,280,61%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-22-0678,02-001-22-0678,PUERTA DEL KIA CERATO FORTE 10 - RH,190.3304,15,230,20.84%,UNI,1,0,0,N/D,190.33
N/D,GENERAL,GENERAL,GENERAL,02-001-22-0875,02-001-22-0875,PUERTA DEL KIA PICANTO 18 - L,148.2143,15,270,82.17%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-22-0878,02-001-22-0878,PUERTA DEL KIA RIO LX 4P 5P 18 - R,147.3214,15,240,62.91%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,KIA-HC-D2,02-001-22-0887,PUERTA DEL KIA SOLUTO 19 - RH ( HK ),169.6261,15,240,41.49%,UNI,1,0,0,N/D,169.63
N/D,GENERAL,GENERAL,GENERAL,02-001-25-0388,02-001-25-0388,PUERTA DEL MAZDA BT-50 08 - R,175.4286,15,245,39.66%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0260,02-001-28-0260,PUERTA DEL NISSAN DATSUN 1200 72 99 LH,84.2589,15,102.68,21.86%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0309,02-001-28-0309,PUERTA DEL NISSAN DATSUN 1200 72 99 RH,84.2589,15,102.68,21.86%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0717,02-001-28-0717,PUERTA DEL NISSAN TIIDA 1.6 4P 07 - R,93.75,15,210,124%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-30-0274,02-001-30-0274,PUERTA DEL RENAULT LOGAN 16 - SANDERO R,128.5714,15,220,71.11%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-35-0533,02-001-35-0533,PUERTA DEL TOYOTA HILUX 01 05 R D/CAB,126.7946,15,210,65.62%,UNI,1,0,0,N/D,126.79
N/D,GENERAL,GENERAL,GENERAL,02-001-35-0008,02-001-35-0008,PUERTA DEL TOYOTA HILUX 06 15 FORTUNER R D/CAB,123.0714,15,200,62.51%,UNI,1,0,0,N/D,123.07
N/D,GENERAL,GENERAL,GENERAL,TZ-HX16-D2,02-001-35-1268,PUERTA DEL TOYOTA HILUX 16 - FORTUNER 16  D/CAB RH,142.9913,15,190,32.88%,UNI,1,0,0,N/D,142.99
N/D,GENERAL,GENERAL,GENERAL,3111071202,3111071202,PUERTA DELANTERA CHV AVEO ACTIVO/FAMILY 04-18  LH (RTG),97.087,15,160,64.8%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,PUERTA,PUERTA,PUERTA DELANTERA RH CHEVROLET CAPTIVA 1.5 18/-,133.9286,15,200,49.33%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,JHY-HD01-32060-L,JHY-HD01-32060-L,PUERTA HYUNDAI HD45-HD55-HD65-HD72-HD78/00,381.2946,15,540,41.62%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-22-0885,02-001-22-0885,PUERTA KIA SOLUTO 19- DEL LH ( HK ),180.44,15,230,10.84%,UNI,1,0,0,N/D,180.44
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1806,02-001-08-1806,PUERTA POS CHEVROLET AVEO EMOTION 08 - L,135.1304,15,250,85.01%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,CV-LP-D3-SD,02-001-08-1485,PUERTA POS CHEVROLET AVEO FAMILY 05 - CHEVY TAXI LH ( HK ),150.1913,15,210,39.82%,UNI,2,0,0,N/D,300.38
N/D,GENERAL,GENERAL,GENERAL,3111071203,3111071203,PUERTA POS CHEVROLET AVEO FAMILY 05 - CHEVY TAXI RH ( RTG ),105,15,165,57.14%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,96585400,02-001-08-1486,PUERTA POS CHEVROLET AVEO FAMILY 05- / CHEVY TAXI RH ( HK ),110,15,175,38.34%,UNI,2,0,0,N/D,220
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1371,02-001-08-1371,PUERTA POS CHEVROLET CORSA EVOLUTION 03 07 L,138.3929,15,210,51.74%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1372,02-001-08-1372,PUERTA POS CHEVROLET CORSA EVOLUTION 03 07 R,154.5893,15,220,42.31%,UNI,1,0,0,N/D,154.59
N/D,GENERAL,GENERAL,GENERAL,IZ203-08A-L-4151,02-001-08-0992,PUERTA POS CHEVROLET LUV D-MAX 05- 13 LH ( NJ ),116.07143,15,220,89.54%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1816,02-001-08-1816,PUERTA POS CHEVROLET LUV D-MAX 14 - RH,139.3214,15,160.71,15.36%,UNI,3,0,0,N/D,417.96
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1382,02-001-08-1382,PUERTA POS CHEVROLET SAIL 18 - L,200,15,180,-10%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-0697,02-001-08-0697,PUERTA POS CHEVROLET SAIL 4P 12 - L,160.7143,15,184.82,15%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,96562535,96562535,PUERTA POS CHEVROLET SPARK 02-05 MATIZ 02-05 L C/H MOLDE,125,15,210,68%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1820,02-001-08-1820,PUERTA POS CHEVROLET SPARK GT  18 RH,133.9286,15,170,26.93%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1819,02-001-08-1819,PUERTA POS CHEVROLET SPARK GT 14-18 LH,138.8214,15,195.09,40.53%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,77003B4401-HYUJNDAI,77003B4401-HYUJNDAI,PUERTA POS GRAN I10 RH SEDAN MARCA HYUJNDAI,288,15,402.5,39.76%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,77003-B4401,77003-B4401,PUERTA POS HYUNDAI GRAND I10 17- L,186,15,236.16,26.97%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,KIA-RIO18-D4-SD,02-001-22-0880,PUERTA POS KIA RIO R LX 4P 17- 23 / RIO R 24- RH ( HK ),192.12,15,250,13.15%,UNI,1,0,0,N/D,192.12
N/D,GENERAL,GENERAL,GENERAL,KIA-HC-D3,02-001-22-1056,PUERTA POS KIA SOLUTO 18- LH ( HK ),170,15,230,17.65%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-1815-HK,02-001-08-1815-HK,PUERTA POS MAX 14LH MARCA HK,179,15,287.5,60.61%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-25-0387,02-001-25-0387,PUERTA POS MAZDA BT-50 08 16 L,201.1429,15,275,36.72%,UNI,1,0,0,N/D,201.14
N/D,GENERAL,GENERAL,GENERAL,02-001-30-0338,02-001-30-0338,PUERTA POS RENAULT LOGAN 16 - R,146.4286,15,260,77.56%,UNI,0,0,0,N/D,0
