sku,title,handle,productType,vendor,availableForSale
03-005-22-0285,TEMPLADOR BARRA LINK KIA CERATO 04-09 SPECTRA 03-06 DEL LH ( MANDO ),templador-barra-link-kia-cerato-04-09-spectra-03-06-del-lh-mando,Repuestos Automotrices,Distribuidor Miranda,True
03-005-22-0293.,TEMPLADOR BARRA LINK KIA PICANTO 05-11 DEL LH S/TUERCA ( CTR ),templador-barra-link-kia-picanto-05-11-del-lh-s-tuerca-ctr,Repuestos Automotrices,Distribuidor Miranda,True
03-005-22-0294.,TEMPLADOR BARRA LINK KIA PICANTO 05-11 DEL RH S/TUERCA ( CTR ),templador-barra-link-kia-picanto-05-11-del-rh-s-tuerca-ctr,Repuestos Automotrices,Distribuidor Miranda,True
03-005-22-0314,TEMPLADOR BARRA LINK KIA PICANTO R 12 16 DEL LH,templador-barra-link-kia-picanto-r-12-16-del-lh,Repuestos Automotrices,Distribuidor Miranda,False
03-005-22-0313,TEMPLADOR BARRA LINK KIA PICANTO R 12 16 DEL RH,templador-barra-link-kia-picanto-r-12-16-del-rh,Repuestos Automotrices,Distribuidor Miranda,False
703KA02C230,TEMPLADOR BARRA LINK KIA PICANTO R 12- 16 DEL LH ( MASARU ),templador-barra-link-kia-picanto-r-12-16-del-lh-masaru,Repuestos Automotrices,Distribuidor Miranda,True
703KA02C130,TEMPLADOR BARRA LINK KIA PICANTO R 12- 16 DEL RH ( MASARU ),templador-barra-link-kia-picanto-r-12-16-del-rh-masaru,Repuestos Automotrices,Distribuidor Miranda,True
CLKH-43L,TEMPLADOR BARRA LINK KIA PICANTO R 12-16 DEL L ( CTR ),templador-barra-link-kia-picanto-r-12-16-del-l-ctr,Repuestos Automotrices,Distribuidor Miranda,False
CLKH-43R,TEMPLADOR BARRA LINK KIA PICANTO R 12-16 DEL R ( CTR ),templador-barra-link-kia-picanto-r-12-16-del-r-ctr,Repuestos Automotrices,Distribuidor Miranda,False
CLKK-18L,TEMPLADOR BARRA LINK KIA RIO 03-14 DEL LH ( CTR ),templador-barra-link-kia-rio-03-14-del-lh-ctr,Repuestos Automotrices,Distribuidor Miranda,True
CLKK-18R,TEMPLADOR BARRA LINK KIA RIO 03-14 DEL RH ( CTR ),templador-barra-link-kia-rio-03-14-del-rh-ctr,Repuestos Automotrices,Distribuidor Miranda,True
03-005-28-0245,TEMPLADOR BARRA LINK NISSAN KICKS 16 MARCH 1.6 11 TIIDA 07 13 VERSA 11,templador-barra-link-nissan-kicks-16-march-1-6-11-tiida-07-13-versa-11,Repuestos Automotrices,Distribuidor Miranda,False
03-005-28-0175,TEMPLADOR BARRA LINK NISSAN TIIDA 07- LH/RH,templador-barra-link-nissan-tiida-07-lh-rh,Repuestos Automotrices,Distribuidor Miranda,False
703SH01A030,TEMPLADOR BARRA LINK SHINERAY G01 21- DEL LH/RH ( MASARU ),templador-barra-link-shineray-g01-21-del-lh-rh-masaru,Repuestos Automotrices,Distribuidor Miranda,True
SHI-05-005-0001,TEMPLADOR BARRA LINK SHINERAY G01 21- LH/RH ( BEST PARTS ),templador-barra-link-shineray-g01-21-lh-rh-best-parts,Repuestos Automotrices,Distribuidor Miranda,False
703TY07C000,TEMPLADOR BARRA LINK TOYOTA YARIS 06-12 DEL LH/RH ( MASARU ),templador-barra-link-toyota-yaris-06-12-del-lh-rh-masaru,Repuestos Automotrices,Distribuidor Miranda,True
2528104600,TEMPLADOR MULTIPLE DE ACCESORIOS KIA PICANTO LX 18 ( MOBIS ),templador-multiple-de-accesorios-kia-picanto-lx-18-mobis,Repuestos Automotrices,Distribuidor Miranda,True
RP-TB2N,TEMPLADOR POLEA DE LA BANDA ALTENADOR CHEVROLET FAMILY-CHEVYTAXI,templador-polea-de-la-banda-altenador-chevrolet-family-chevytaxi,Repuestos Automotrices,Distribuidor Miranda,True
RP-TB3N,TEMPLADOR POLEA DE LA BANDA ALTENADOR EXT. CHEVROLET GRAN VITARA,templador-polea-de-la-banda-altenador-ext-chevrolet-gran-vitara,Repuestos Automotrices,Distribuidor Miranda,True
RP-TB3G,TEMPLADOR POLEA DE LA BANDA ALTENADOR EXT. CHEVROLET GRAN VITARA,templador-polea-de-la-banda-altenador-ext-chevrolet-gran-vitara-1,Repuestos Automotrices,Distribuidor Miranda,True
42623097,TEMPLADOR PUERTA DEL CHEV AVEO 05 - CHEVY TAXI 05 - FAMILY 05 - EMOTION 08 - LH ( GM ),templador-puerta-del-chev-aveo-05-chevy-taxi-05-family-05-emotion-08-lh-gm,Repuestos Automotrices,Distribuidor Miranda,False
42623098,TEMPLADOR PUERTA DEL CHEV AVEO 05- CHEVY TAXI 05- FAMILY 05- EMOTION 08- RH ( GM ),templador-puerta-del-chev-aveo-05-chevy-taxi-05-family-05-emotion-08-rh-gm,Repuestos Automotrices,Distribuidor Miranda,True
79390-2E000,TEMPLADOR PUERTA DEL HYUNDAI TUCSON 05-10 RH,templador-puerta-del-hyundai-tucson-05-10-rh,Repuestos Automotrices,Distribuidor Miranda,False
0010,TEMPLADORES AVEO RH,templadores-aveo-rh,Repuestos Automotrices,Distribuidor Miranda,False
9863418,TERMINAL CAVALIER 1.5 LH,terminal-cavalier-1-5-lh,Repuestos Automotrices,Distribuidor Miranda,False
9826781,TERMINAL CAVALIER 1.5 RH,terminal-cavalier-1-5-rh,Repuestos Automotrices,Distribuidor Miranda,False
9856356,TERMINAL CHEVROLET OPTRA LH,terminal-chevrolet-optra-lh,Repuestos Automotrices,Distribuidor Miranda,False
03689456,TERMINAL CHEVROLET OPTRA RH,terminal-chevrolet-optra-rh,Repuestos Automotrices,Distribuidor Miranda,False
DSDSFK05062000631175,TERMINAL DE DIRECCION CON AXIAL DONGFENG DFSK SX5 1.6 22- LH/RH,terminal-de-direccion-con-axial-dongfeng-dfsk-sx5-1-6-22-lh-rh,Repuestos Automotrices,Distribuidor Miranda,False
252634723,TERMINAL DFSK C37 L/R 18-,terminal-dfsk-c37-l-r-18,Repuestos Automotrices,Distribuidor Miranda,False
03-053-03-022,TERMINAL DIR CHERY ARRIZO 5 22- L/R 1.5 ( MAXFIT ),terminal-dir-chery-arrizo-5-22-l-r-1-5-maxfit,Repuestos Automotrices,Distribuidor Miranda,False
03-053-03-007,TERMINAL DIR CHERY TIGGO 2 18- LH 1.5 ( MAXFIT ),terminal-dir-chery-tiggo-2-18-lh-1-5-maxfit,Repuestos Automotrices,Distribuidor Miranda,False
03-053-03-008,TERMINAL DIR CHERY TIGGO 2 18- RH 1.5 ( MAXFIT ),terminal-dir-chery-tiggo-2-18-rh-1-5-maxfit,Repuestos Automotrices,Distribuidor Miranda,True
93740722,TERMINAL DIR CHEVROLET AVEO FAMILY/CHEVY TAXI 05 LH,terminal-dir-chevrolet-aveo-family-chevy-taxi-05-lh,Repuestos Automotrices,Distribuidor Miranda,False
03-002-08-0104,TERMINAL DIR CHEVROLET AVEO FAMILY/CHEVY TAXI 05 LH,terminal-dir-chevrolet-aveo-family-chevy-taxi-05-lh-1,Repuestos Automotrices,Distribuidor Miranda,False
93740723,TERMINAL DIR CHEVROLET AVEO FAMILY/CHEVY TAXI 05 RH,terminal-dir-chevrolet-aveo-family-chevy-taxi-05-rh,Repuestos Automotrices,Distribuidor Miranda,False
03-002-08-0105,TERMINAL DIR CHEVROLET AVEO FAMILY/CHEVY TAXI 05 RH,terminal-dir-chevrolet-aveo-family-chevy-taxi-05-rh-1,Repuestos Automotrices,Distribuidor Miranda,False
03-002-08-0088,TERMINAL DIR CHEVROLET CORSA 1300/1600 DIR HID/MEC 96-99 LH/RH (M12X1.5),terminal-dir-chevrolet-corsa-1300-1600-dir-hid-mec-96-99-lh-rh-m12x1-5,Repuestos Automotrices,Distribuidor Miranda,False
SE-5361,TERMINAL DIR CHEVROLET D-MAX 4X2/4X4 05 EXT LH/RH,terminal-dir-chevrolet-d-max-4x2-4x4-05-ext-lh-rh,Repuestos Automotrices,Distribuidor Miranda,False
KAS-48820-65D00,TERMINAL DIR CHEVROLET GRAND VITARA 3P/5P 99- EXT LH ( KASHIMA ),terminal-dir-chevrolet-grand-vitara-3p-5p-99-ext-lh-kashima,Repuestos Automotrices,Distribuidor Miranda,True
03-002-08-0089,TERMINAL DIR CHEVROLET GRAND VITARA SZ 07- S-CROSS 16- EXT LH/RH,terminal-dir-chevrolet-grand-vitara-sz-07-s-cross-16-ext-lh-rh,Repuestos Automotrices,Distribuidor Miranda,False
03-002-08-0197,TERMINAL DIR CHEVROLET SAIL 1.5 18 LH ( RECORD ),terminal-dir-chevrolet-sail-1-5-18-lh-record,Repuestos Automotrices,Distribuidor Miranda,True
90921298,TERMINAL DIR CHEVROLET SAIL 1.5 18 RH ( GM ),terminal-dir-chevrolet-sail-1-5-18-rh-gm,Repuestos Automotrices,Distribuidor Miranda,True
03-002-08-0196,TERMINAL DIR CHEVROLET SAIL 1.5 18 RH( RECORD ),terminal-dir-chevrolet-sail-1-5-18-rh-record,Repuestos Automotrices,Distribuidor Miranda,True
03-002-08-0092,TERMINAL DIR CHEVROLET SPARK 00 MATIZ 98 08 TICO 95 00 EXT LH/RH ( RECORD ),terminal-dir-chevrolet-spark-00-matiz-98-08-tico-95-00-ext-lh-rh-record,Repuestos Automotrices,Distribuidor Miranda,True
03-053-04-012,TERMINAL DIR CHEVROLET SPARK-DAEWOO MATIZ-TICO-COQUETO 1996-,terminal-dir-chevrolet-spark-daewoo-matiz-tico-coqueto-1996,Repuestos Automotrices,Distribuidor Miranda,True
48810-77E00-000,TERMINAL DIR CHEVROLET VITARA 5P 92- EXT CORTO ( KASHIMA ),terminal-dir-chevrolet-vitara-5p-92-ext-corto-kashima,Repuestos Automotrices,Distribuidor Miranda,True
03-005-19-0179,TERMINAL DIR HYUNDAI ACCENT 06 11 RIO XCITE 06 12 LH ( RECORD ),terminal-dir-hyundai-accent-06-11-rio-xcite-06-12-lh-record,Repuestos Automotrices,Distribuidor Miranda,False
03-005-19-0180,TERMINAL DIR HYUNDAI ACCENT 06 11 RIO XCITE 06 12 RH ( RECORD ),terminal-dir-hyundai-accent-06-11-rio-xcite-06-12-rh-record,Repuestos Automotrices,Distribuidor Miranda,True
03-005-19-0181,TERMINAL DIR HYUNDAI ACCENT 12- / KIA RIO R LH,terminal-dir-hyundai-accent-12-kia-rio-r-lh,Repuestos Automotrices,Distribuidor Miranda,False
03-005-19-0182,TERMINAL DIR HYUNDAI ACCENT 12- / KIA RIO R RH,terminal-dir-hyundai-accent-12-kia-rio-r-rh,Repuestos Automotrices,Distribuidor Miranda,False
F01-3401330,TERMINAL DIR JETOUR X70 1.5 21 - LH ( ALT ),terminal-dir-jetour-x70-1-5-21-lh-alt,Repuestos Automotrices,Distribuidor Miranda,False
F01-3401430,TERMINAL DIR JETOUR X70 1.5 21 - RH ( ALT ),terminal-dir-jetour-x70-1-5-21-rh-alt,Repuestos Automotrices,Distribuidor Miranda,False
F01-3401340,TERMINAL DIR JETOUR X70 1.5 21 - RH ( ALT ),terminal-dir-jetour-x70-1-5-21-rh-alt-1,Repuestos Automotrices,Distribuidor Miranda,False
03-005-22-0146,TERMINAL DIR KIA NIRO HYDRID 18 HYUNDAI IONIQ HYBRID 17 LH ( RECORD ),terminal-dir-kia-niro-hydrid-18-hyundai-ioniq-hybrid-17-lh-record,Repuestos Automotrices,Distribuidor Miranda,True
03-002-22-0047,TERMINAL DIR KIA PICANTO R CORTO 12 15 LH,terminal-dir-kia-picanto-r-corto-12-15-lh,Repuestos Automotrices,Distribuidor Miranda,False
03-002-22-0046,TERMINAL DIR KIA PICANTO R CORTO 12 15 RH,terminal-dir-kia-picanto-r-corto-12-15-rh,Repuestos Automotrices,Distribuidor Miranda,False
03-005-22-0077,TERMINAL DIR KIA PREGIO 01 14 LH/RH RECORD,terminal-dir-kia-pregio-01-14-lh-rh-record,Repuestos Automotrices,Distribuidor Miranda,False
KAS-MDX50-32-280,TERMINAL DIR KIA RIO 01 05 STYLUS PICANTO 05 11 LH/RH ( KASHIMA ),terminal-dir-kia-rio-01-05-stylus-picanto-05-11-lh-rh-kashima,Repuestos Automotrices,Distribuidor Miranda,True
03-002-25-0029,TERMINAL DIR MAZDA 323 01- ALLEGRO EXT LH/RH ( DAICHI ),terminal-dir-mazda-323-01-allegro-ext-lh-rh-daichi,Repuestos Automotrices,Distribuidor Miranda,False
KAS-48520-50A00,TERMINAL DIR NISSAN SENTRA B13 92- B14/B15 EXT LARGO ( KASHIMA ),terminal-dir-nissan-sentra-b13-92-b14-b15-ext-largo-kashima,Repuestos Automotrices,Distribuidor Miranda,True
03-002-28-0027,TERMINAL DIR NISSAN TIIDA 07 EXT LH,terminal-dir-nissan-tiida-07-ext-lh,Repuestos Automotrices,Distribuidor Miranda,False
03-002-28-0024,TERMINAL DIR NISSAN TIIDA 07 EXT RH,terminal-dir-nissan-tiida-07-ext-rh,Repuestos Automotrices,Distribuidor Miranda,False
03-002-30-0025,TERMINAL DIR RENAULT LOGAN 07- R/L,terminal-dir-renault-logan-07-r-l,Repuestos Automotrices,Distribuidor Miranda,False
KAS-45046-09251,TERMINAL DIR TOYOTA HI LUX VIGO 4X2 06 NEW VIGO/FORTUNER/INNOVA 16 EXT LH/RH ( KASHIMA ),terminal-dir-toyota-hi-lux-vigo-4x2-06-new-vigo-fortuner-innova-16-ext-lh-rh-kashima,Repuestos Automotrices,Distribuidor Miranda,True
KAS-4504759135,TERMINAL DIR TOYOTA YARIS NITRO 06 EXT LH ( KASHIMA ),terminal-dir-toyota-yaris-nitro-06-ext-lh-kashima,Repuestos Automotrices,Distribuidor Miranda,True
KAS-4504659195,TERMINAL DIR TOYOTA YARIS NITRO 06 EXT RH ( KASHIMA ),terminal-dir-toyota-yaris-nitro-06-ext-rh-kashima,Repuestos Automotrices,Distribuidor Miranda,False
F3-3401010,TERMINAL DIRECCION BYD F3 LH/RH,terminal-direccion-byd-f3-lh-rh,Repuestos Automotrices,Distribuidor Miranda,False
720CH02F100,TERMINAL DIRECCION CHERY TIGGO 2 1.5 18- LH ( MASARU ),terminal-direccion-chery-tiggo-2-1-5-18-lh-masaru,Repuestos Automotrices,Distribuidor Miranda,False
CEKD-13L,TERMINAL DIRECCION CHEVROLET AVEO 05- CHEVY TAXI 05- AVEO EMOTION 08- LH ( CTR ),terminal-direccion-chevrolet-aveo-05-chevy-taxi-05-aveo-emotion-08-lh-ctr,Repuestos Automotrices,Distribuidor Miranda,True
CEKD-13R,TERMINAL DIRECCION CHEVROLET AVEO 05- CHEVY TAXI 05- AVEO EMOTION 08- RH ( CTR ),terminal-direccion-chevrolet-aveo-05-chevy-taxi-05-aveo-emotion-08-rh-ctr,Repuestos Automotrices,Distribuidor Miranda,True
KAS-96626667,TERMINAL DIRECCION CHEVROLET CAPTIVA 08- L/R 4X2 2.4 ( KASHIMA ),terminal-direccion-chevrolet-captiva-08-l-r-4x2-2-4-kashima,Repuestos Automotrices,Distribuidor Miranda,True
03-002-08-0092.,TERMINAL DIRECCION CHEVROLET CORSA 1.4/1.6 00- LH/RH EXT CORTO,terminal-direccion-chevrolet-corsa-1-4-1-6-00-lh-rh-ext-corto,Repuestos Automotrices,Distribuidor Miranda,True
CEKD-16L,TERMINAL DIRECCION CHEVROLET OPTRA 05-13 LH ( CTR ),terminal-direccion-chevrolet-optra-05-13-lh-ctr,Repuestos Automotrices,Distribuidor Miranda,True
CEKD-16R,TERMINAL DIRECCION CHEVROLET OPTRA 05-13 RH ( CTR ),terminal-direccion-chevrolet-optra-05-13-rh-ctr,Repuestos Automotrices,Distribuidor Miranda,False
03-002-08-0128,TERMINAL DIRECCION CHEVROLET SAIL 1.4 12- 17 LH ( RAON ),terminal-direccion-chevrolet-sail-1-4-12-17-lh-raon,Repuestos Automotrices,Distribuidor Miranda,True
03-005-08-0454,TERMINAL DIRECCION CHEVROLET SAIL 1.4 12- 17 LH ( RECORD ),terminal-direccion-chevrolet-sail-1-4-12-17-lh-record,Repuestos Automotrices,Distribuidor Miranda,False
03-002-08-0127,TERMINAL DIRECCION CHEVROLET SAIL 1.4 12- 17 RH ( RAON ),terminal-direccion-chevrolet-sail-1-4-12-17-rh-raon,Repuestos Automotrices,Distribuidor Miranda,True
03-005-08-0455,TERMINAL DIRECCION CHEVROLET SAIL 1.4 12- 17 RH ( RECORD ),terminal-direccion-chevrolet-sail-1-4-12-17-rh-record,Repuestos Automotrices,Distribuidor Miranda,False
CEKD-5,TERMINAL DIRECCION CHEVROLET SPARK 02-10 / MATIZ / TICO 96-02 L/R,terminal-direccion-chevrolet-spark-02-10-matiz-tico-96-02-l-r,Repuestos Automotrices,Distribuidor Miranda,True
03-002-08-0061,TERMINAL DIRECCION CHEVROLET SPARK GT 11- L/R ( CTR ),terminal-direccion-chevrolet-spark-gt-11-l-r-ctr,Repuestos Automotrices,Distribuidor Miranda,False
KAS-95967285,TERMINAL DIRECCION CHEVROLET SPARK GT 11- L/R ( KASHIMA ),terminal-direccion-chevrolet-spark-gt-11-l-r-kashima,Repuestos Automotrices,Distribuidor Miranda,False
720DF01A000,TERMINAL DIRECCION DFSK GLORY 560 19- LH/RH ( MASARU ),terminal-direccion-dfsk-glory-560-19-lh-rh-masaru,Repuestos Automotrices,Distribuidor Miranda,False
03-005-54-0004,TERMINAL DIRECCION DFSK GLORY 560 21- RH,terminal-direccion-dfsk-glory-560-21-rh,Repuestos Automotrices,Distribuidor Miranda,False
720CV09B000,TERMINAL DIRECCION EXT CHEVROLET BEAT / SPARK GT 11- ( MASARU ),terminal-direccion-ext-chevrolet-beat-spark-gt-11-masaru,Repuestos Automotrices,Distribuidor Miranda,True
720GW04A200,TERMINAL DIRECCION GREAT WALL VOLEEX C30 12- LH ( MASARU ),terminal-direccion-great-wall-voleex-c30-12-lh-masaru,Repuestos Automotrices,Distribuidor Miranda,False
720GW04A100,TERMINAL DIRECCION GREAT WALL VOLEEX C30 12- RH ( MASARU ),terminal-direccion-great-wall-voleex-c30-12-rh-masaru,Repuestos Automotrices,Distribuidor Miranda,False
720GW01B000,TERMINAL DIRECCION GREAT WALL WINGLE 5 / 7 / STEED 4X2/ 4X4 2.0/2.2/2.4/2.8 10- / HAVAL H3/H5 LH/RH ( MASARU ),terminal-direccion-great-wall-wingle-5-7-steed-4x2-4x4-2-0-2-2-2-4-2-8-10-haval-h3-h5-lh-rh-masaru,Repuestos Automotrices,Distribuidor Miranda,False
CEKH-36L,TERMINAL DIRECCION HYUNDAI ACCENT 06-11 RIO XCITE 06-12 LH,terminal-direccion-hyundai-accent-06-11-rio-xcite-06-12-lh,Repuestos Automotrices,Distribuidor Miranda,True
CEKH-36R,TERMINAL DIRECCION HYUNDAI ACCENT 06-11 RIO XCITE 06-12 RH,terminal-direccion-hyundai-accent-06-11-rio-xcite-06-12-rh,Repuestos Automotrices,Distribuidor Miranda,False
56820-2H090,TERMINAL DIRECCION HYUNDAI ELANTRA E SERIES 08-11 CERATO FORTE 10- I30 08-11 RH ( BESFITS ),terminal-direccion-hyundai-elantra-e-series-08-11-cerato-forte-10-i30-08-11-rh-besfits,Repuestos Automotrices,Distribuidor Miranda,True
03-002-19-0715,TERMINAL DIRECCION HYUNDAI GRAND I10 15-23 GRAND I10 24- L/R,terminal-direccion-hyundai-grand-i10-15-23-grand-i10-24-l-r,Repuestos Automotrices,Distribuidor Miranda,False
CEKH-43L,TERMINAL DIRECCION HYUNDAI H1 08- LH,terminal-direccion-hyundai-h1-08-lh,Repuestos Automotrices,Distribuidor Miranda,False
CEKH-43R,TERMINAL DIRECCION HYUNDAI H1 08- RH,terminal-direccion-hyundai-h1-08-rh,Repuestos Automotrices,Distribuidor Miranda,False
CEKH-35L,TERMINAL DIRECCION HYUNDAI TUCSON 05-10 / SPORTAGE 05-10 LH ( CTR ),terminal-direccion-hyundai-tucson-05-10-sportage-05-10-lh-ctr,Repuestos Automotrices,Distribuidor Miranda,False
CEKH-35R,TERMINAL DIRECCION HYUNDAI TUCSON 05-10 / SPORTAGE 05-10 RH ( CTR ),terminal-direccion-hyundai-tucson-05-10-sportage-05-10-rh-ctr,Repuestos Automotrices,Distribuidor Miranda,False
KAS-56820-2E000,TERMINAL DIRECCION HYUNDAI TUCSON 05-10 SPORTAGE 05-10 L ( KASHIMA ),terminal-direccion-hyundai-tucson-05-10-sportage-05-10-l-kashima,Repuestos Automotrices,Distribuidor Miranda,True
KAS-56820-2E900,TERMINAL DIRECCION HYUNDAI TUCSON 05-10 SPORTAGE 05-10 R ( KASHIMA ),terminal-direccion-hyundai-tucson-05-10-sportage-05-10-r-kashima,Repuestos Automotrices,Distribuidor Miranda,True
CEKH-51L,TERMINAL DIRECCION HYUNDAI TUCSON 16- / SONATA HYBRID 16- / SPORTAGE GT 17- LH ( CTR ),terminal-direccion-hyundai-tucson-16-sonata-hybrid-16-sportage-gt-17-lh-ctr,Repuestos Automotrices,Distribuidor Miranda,True
56820-2S000,TERMINAL DIRECCION HYUNDAI TUCSON IX 11-15 SPORTAGE R 11-15 LH ( BESFITS ),terminal-direccion-hyundai-tucson-ix-11-15-sportage-r-11-15-lh-besfits,Repuestos Automotrices,Distribuidor Miranda,True
56820-2S050,TERMINAL DIRECCION HYUNDAI TUCSON IX 11-15 SPORTAGE R 11-15 RH ( BESFITS ),terminal-direccion-hyundai-tucson-ix-11-15-sportage-r-11-15-rh-besfits,Repuestos Automotrices,Distribuidor Miranda,True
RP-TR6,TERMINAL DIRECCION ISUZU 1800 TROOPER 2000,terminal-direccion-isuzu-1800-trooper-2000,Repuestos Automotrices,Distribuidor Miranda,True
CEKK-42R,TERMINAL DIRECCION KIA PICANTO R / PICANTO LX 17- 1.0 / 1.2 RH,terminal-direccion-kia-picanto-r-picanto-lx-17-1-0-1-2-rh,Repuestos Automotrices,Distribuidor Miranda,False
56820-1Y000,TERMINAL DIRECCION KIA PICANTO R 12-15 L CORTO,terminal-direccion-kia-picanto-r-12-15-l-corto,Repuestos Automotrices,Distribuidor Miranda,False
03-002-22-0093,TERMINAL DIRECCION KIA PICANTO R 12-15 L LARGO ( CTR ),terminal-direccion-kia-picanto-r-12-15-l-largo-ctr,Repuestos Automotrices,Distribuidor Miranda,False
03-002-22-0094,TERMINAL DIRECCION KIA PICANTO R 12-15 R LARGO ( CTR ),terminal-direccion-kia-picanto-r-12-15-r-largo-ctr,Repuestos Automotrices,Distribuidor Miranda,False
03-002-22-0016,TERMINAL DIRECCION KIA RIO 18,terminal-direccion-kia-rio-18,Repuestos Automotrices,Distribuidor Miranda,True
03-002-22-0100,TERMINAL DIRECCION KIA SORENTO LH,terminal-direccion-kia-sorento-lh,Repuestos Automotrices,Distribuidor Miranda,True
RP.646,TERMINAL DIRECCION KIA STONIC 20-,terminal-direccion-kia-stonic-20,Repuestos Automotrices,Distribuidor Miranda,False
12859,TERMINAL DIRECCION LUV 2.2 3.2,terminal-direccion-luv-2-2-3-2,Repuestos Automotrices,Distribuidor Miranda,False
SHI-05-003-0002,TERMINAL DIRECCION SHINERAY G01 21- LH ( BEST PARTS ),terminal-direccion-shineray-g01-21-lh-best-parts,Repuestos Automotrices,Distribuidor Miranda,False
SHI-05-003-0003,TERMINAL DIRECCION SHINERAY G01 21- RH ( BEST PARTS ),terminal-direccion-shineray-g01-21-rh-best-parts,Repuestos Automotrices,Distribuidor Miranda,False
0688-1331,TERMINAL DIRECCION TOYOTA HIACE / FOTON / GOLDEN DRAGON,terminal-direccion-toyota-hiace-foton-golden-dragon,Repuestos Automotrices,Distribuidor Miranda,False
3411120AK00XA,TERMINAL DIRECCION WINGLE 2.2/2.4,terminal-direccion-wingle-2-2-2-4,Repuestos Automotrices,Distribuidor Miranda,False
03-002-07-0004,TERMINAL EXT CHERY TIGGO 2 18 - R,terminal-ext-chery-tiggo-2-18-r,Repuestos Automotrices,Distribuidor Miranda,False
03-002-08-0228,TERMINAL EXT CHEV.LUV 2.2 2.3 88 TROOPER RODEO 26 3.2 R,terminal-ext-chev-luv-2-2-2-3-88-trooper-rodeo-26-3-2-r,Repuestos Automotrices,Distribuidor Miranda,False
SE-5281L,TERMINAL EXT CHEVROLET LUV 2.2 / 2.3 88 / TROOPER RODEO 2.6 / 3.2 LH ( 555/JAPAN ),terminal-ext-chevrolet-luv-2-2-2-3-88-trooper-rodeo-2-6-3-2-lh-555-japan,Repuestos Automotrices,Distribuidor Miranda,True
03-002-08-0184,TERMINAL EXT CHEVROLET LUV 2.2 2.3 88 - TROOPER RODEO 2.6 3.2 RH,terminal-ext-chevrolet-luv-2-2-2-3-88-trooper-rodeo-2-6-3-2-rh,Repuestos Automotrices,Distribuidor Miranda,True
03-002-08-0349,TERMINAL EXT CHEVROLET LUV D-MAX 4X2 4X4 05 - R/L ( AISIN ),terminal-ext-chevrolet-luv-d-max-4x2-4x4-05-r-l-aisin,Repuestos Automotrices,Distribuidor Miranda,True
03-002-08-0244,TERMINAL EXT CHEVROLET SPARK 02 10 R/L,terminal-ext-chevrolet-spark-02-10-r-l,Repuestos Automotrices,Distribuidor Miranda,False
03-002-19-0168,TERMINAL EXT HYUNDAI ACCENT VERNA 01 05 GETZ 02 11 MATRIX ELANTRA 01 07 R/L ( CTR ),terminal-ext-hyundai-accent-verna-01-05-getz-02-11-matrix-elantra-01-07-r-l-ctr,Repuestos Automotrices,Distribuidor Miranda,False
SE-1091,TERMINAL EXT MAZDA B2000 / B2200 / B1600 77- / B1800 LH,terminal-ext-mazda-b2000-b2200-b1600-77-b1800-lh,Repuestos Automotrices,Distribuidor Miranda,False
SE-1092,TERMINAL EXT MAZDA B2000 / B2200 / B1600 77- / B1800 RH,terminal-ext-mazda-b2000-b2200-b1600-77-b1800-rh,Repuestos Automotrices,Distribuidor Miranda,True
03-002-25-0007,TERMINAL EXT MAZDA B2600 97 - RANGER R/L 4X4 CORTO ( 555/ JAPAN ),terminal-ext-mazda-b2600-97-ranger-r-l-4x4-corto-555-japan,Repuestos Automotrices,Distribuidor Miranda,True
03-002-25-0149,TERMINAL EXT MAZDA BT-50 3.2 17 23 RANGER 2.2 2.5 3.2 12 20,terminal-ext-mazda-bt-50-3-2-17-23-ranger-2-2-2-5-3-2-12-20,Repuestos Automotrices,Distribuidor Miranda,False
KAS-UR56-32-280,TERMINAL EXT MAZDA BT-50 4X2 08 - R/L CORTO ( KASHIMA ),terminal-ext-mazda-bt-50-4x2-08-r-l-corto-kashima,Repuestos Automotrices,Distribuidor Miranda,False
SE-4581,TERMINAL EXT NISSAN SENTRA B13 / B14 / B15 92- R/L,terminal-ext-nissan-sentra-b13-b14-b15-92-r-l,Repuestos Automotrices,Distribuidor Miranda,False
03-002-28-0042,TERMINAL EXT NISSAN SENTRA B13 92 - RH/LH,terminal-ext-nissan-sentra-b13-92-rh-lh,Repuestos Automotrices,Distribuidor Miranda,False
03-002-34-0003,TERMINAL EXT SUZUKI FORSA I 87 - II SWIFT ESTEEM ALTO R/L,terminal-ext-suzuki-forsa-i-87-ii-swift-esteem-alto-r-l,Repuestos Automotrices,Distribuidor Miranda,True
SE-7461,TERMINAL EXT SUZUKI FORSA I 87 - II SWIFT ESTEEM ALTO R/L ( 555/JAPAN ),terminal-ext-suzuki-forsa-i-87-ii-swift-esteem-alto-r-l-555-japan,Repuestos Automotrices,Distribuidor Miranda,True
RP-TR25,TERMINAL EXT.DER CHEVROLET SAIL,terminal-ext-der-chevrolet-sail,Repuestos Automotrices,Distribuidor Miranda,False
RP-TR26,TERMINAL EXT.IZQ CHEVROLET SAIL,terminal-ext-izq-chevrolet-sail,Repuestos Automotrices,Distribuidor Miranda,True
MDX50-32-280,TERMINAL EXTERIOR MAZDA 323 LH/RH,terminal-exterior-mazda-323-lh-rh,Repuestos Automotrices,Distribuidor Miranda,True
